id	seqname	start	end	strand	ec	taxonomy	product
ARWQ01000002_263	ARWQ01000002	213740	214924	+			hypothetical protein
ARWQ01000002_264	ARWQ01000002	215054	216139	-			hypothetical protein
ARWQ01000002_265	ARWQ01000002	216522	217100	+		Candidatus Nitrosoarchaeum limnia str. BG20	Folate-dependent phosphoribosylglycinamide formyltransferase PurN
ARWQ01000002_266	ARWQ01000002	217097	217456	-		"Nitrosopumilaceae" Konneke et al. 2005	cupin 2 domain-containing protein
ARWQ01000002_267	ARWQ01000002	217517	217993	+			hypothetical protein
ARWP01000028_0	ARWP01000028	1	138	-			hypothetical protein
ARWP01000028_1	ARWP01000028	143	679	-		Candidatus Nitrosoarchaeum	hypothetical protein
ARWP01000028_2	ARWP01000028	704	1279	-		"Nitrosopumilaceae" Konneke et al. 2005	MAF flag10 domain containing protein
ARWP01000028_3	ARWP01000028	1246	1350	-			hypothetical protein
AHJG01000089_0	AHJG01000089	1	495	+			hypothetical protein
AHJG01000088_0	AHJG01000088	3	374	-	1.8.7.1	Candidatus Nitrosoarchaeum	sulfite reductase (NADPH) hemoprotein beta-component
AHJG01000088_1	AHJG01000088	583	1122	+		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
AHJG01000088_2	AHJG01000088	1203	2021	+		Candidatus Nitrosopumilus koreensis AR1	Flavoprotein involved thiazole biosynthesis
AHJG01000088_3	AHJG01000088	2045	2812	+		Candidatus Nitrosoarchaeum koreensis	partial
AHJG01000083_0	AHJG01000083	1	612	-		Candidatus Nitrosoarchaeum limnia str. BG20	outer membrane adhesin-like protein, partial
AHJG01000083_1	AHJG01000083	566	1408	-		Candidatus Nitrosoarchaeum limnia str. BG20	hypothetical protein
AHJG01000083_2	AHJG01000083	1653	2231	-		"Nitrosopumilaceae" Konneke et al. 2005	NADPH-dependent FMN reductase, putative
AHJG01000083_3	AHJG01000083	2228	2575	-		Aigarchaeota	HxlR family transcriptional regulator
AHJG01000083_4	AHJG01000083	2645	3547	-		Aigarchaeota	pirin domain-containing protein
AHJG01000083_5	AHJG01000083	3675	3890	+		Candidatus Nitrosoarchaeum limnia str. BG20	hypothetical protein
AHJG01000082_0	AHJG01000082	132	344	+		Nitrosoarchaeum limnia	Hypothetical protein
AHJG01000082_1	AHJG01000082	341	556	-		Candidatus Nitrosoarchaeum koreensis	Permeases major facilitator superfamily
AHJG01000081_0	AHJG01000081	184	384	-		Candidatus Nitrosoarchaeum limnia str. BG20	hypothetical protein
AHJG01000081_1	AHJG01000081	559	1032	-		Candidatus Nitrosoarchaeum limnia str. BG20	partial
AHJG01000080_0	AHJG01000080	3	683	-		Candidatus Nitrosoarchaeum koreensis	Excinuclease ATPase subunit
AHJG01000087_0	AHJG01000087	1	381	+		bacteria	Cation transport ATPase
AHJG01000087_1	AHJG01000087	645	1064	+		"Nitrosopumilus" Konneke et al. 2005	Universal stress protein UspA related nucleotide-binding domain-containing
AHJG01000087_2	AHJG01000087	1288	1434	-			hypothetical protein
AHJG01000086_0	AHJG01000086	2	775	-		"Nitrosopumilus" Konneke et al. 2005	DUF521 domain containing protein
AHJG01000085_0	AHJG01000085	12	227	+		Nitrosoarchaeum limnia	Methylase involved ubiquinone/menaquinone biosynthesis
AHJG01000085_1	AHJG01000085	282	827	-	6.1.1.4	Candidatus Nitrosoarchaeum	leucyl-tRNA synthetase
AHJG01000084_0	AHJG01000084	160	1275	-		Nitrosoarchaeum limnia	Hypothetical protein
AHJG01000084_1	AHJG01000084	1272	2498	-		Nitrosoarchaeum limnia	response regulator receiver protein
AHJG01000084_2	AHJG01000084	2646	4187	+		Nitrosoarchaeum limnia	Signal transduction histidine kinase
AHJG01000084_3	AHJG01000084	4288	4479	+		Candidatus Nitrosoarchaeum limnia str. BG20	partial
AHJG01000182_0	AHJG01000182	3	179	+			hypothetical protein
AHJG01000182_1	AHJG01000182	323	622	+		"Nitrosopumilaceae" Konneke et al. 2005	GMP synthase - Glutamine amidotransferase domain
AHJG01000183_0	AHJG01000183	191	1282	-		Nitrosoarchaeum limnia	Signal transduction histidine kinase
AHJG01000183_1	AHJG01000183	1407	1862	+		Nitrosoarchaeum limnia	Fis family transcriptional regulator
AHJG01000183_2	AHJG01000183	1999	2574	+		Nitrosoarchaeum limnia	Hypothetical protein
AHJG01000183_3	AHJG01000183	2814	3464	+		Nitrosoarchaeum limnia	hypothetical protein
AHJG01000183_4	AHJG01000183	3461	3829	-		Candidatus Nitrosoarchaeum limnia str. BG20	hypothetical protein
AHJG01000183_5	AHJG01000183	3968	5401	+		"Nitrosopumilaceae" Konneke et al. 2005	NADH dehydrogenase, FAD-containing subunit
AHJG01000183_6	AHJG01000183	5405	5857	-		Nitrosoarchaeum limnia	Hypothetical protein
AHJG01000183_7	AHJG01000183	5975	6457	-		Nitrosoarchaeum limnia	UspA domain-containing protein
AHJG01000183_8	AHJG01000183	6530	7027	-		Candidatus Nitrososphaera gargensis Ga9.2	signal transduction response regulator, receiver domain-containing protein
AHJG01000183_9	AHJG01000183	7034	7441	-		Nitrosoarchaeum limnia	response regulator receiver protein
AHJG01000183_10	AHJG01000183	7474	9012	+		Nitrosoarchaeum limnia	Signal transduction histidine kinase
AHJG01000183_11	AHJG01000183	9039	9407	-		Nitrosoarchaeum limnia	CheY-like receiver
AHJG01000183_12	AHJG01000183	9544	10191	+		Nitrosoarchaeum limnia	hypothetical protein
AHJG01000183_13	AHJG01000183	10188	11564	-		Nitrosoarchaeum limnia	YVTN beta-propeller repeat-containing protein
AHJG01000183_14	AHJG01000183	11657	12034	-		Nitrososphaera gargensis	FOG: CheY-like receiver
AHJG01000183_15	AHJG01000183	12181	12996	-		Nitrosoarchaeum limnia	Methylase chemotaxis methyl-accepting protein
AHJG01000183_16	AHJG01000183	13079	13498	-		Nitrosoarchaeum limnia	Chemotaxis protein
AHJG01000183_17	AHJG01000183	13498	14244	-		Nitrosoarchaeum limnia	chemotaxis protein CheC
AHJG01000183_18	AHJG01000183	14253	15800	-		Aigarchaeota	two-component system, chemotaxis family, sensor kinase CheA
AHJG01000183_19	AHJG01000183	15790	16845	-		Aigarchaeota	response regulator receiver modulated CheB methylesterase
AHJG01000183_20	AHJG01000183	16961	17224	-		Nitrosoarchaeum limnia	Hypothetical protein
AHJG01000183_21	AHJG01000183	17311	17904	-		Nitrosoarchaeum limnia	Chemotaxis signal transduction protein
AHJG01000183_22	AHJG01000183	18018	19463	-		Nitrosoarchaeum limnia	Cache sensor-containing methyl-accepting chemotaxis sensory transducer
AHJG01000183_23	AHJG01000183	19596	21092	-		Nitrosoarchaeum limnia	Type II secretion system F domain
AHJG01000183_24	AHJG01000183	21089	22759	-		strain M11TL	Type IV secretory pathway, VirB11 components, related ATPases involved archaeal flagella biosynthesis
AHJG01000183_25	AHJG01000183	22768	23481	-		Aigarchaeota	Putative ATPases involved biogenesis archaeal flagella
AHJG01000183_26	AHJG01000183	23559	24077	-		Nitrosoarchaeum limnia	Hypothetical protein
AHJG01000183_27	AHJG01000183	24087	24566	-		Nitrosoarchaeum limnia	Archaeal flagellin
AHJG01000183_28	AHJG01000183	24566	24817	-		Nitrosoarchaeum limnia	Hypothetical protein partial
ARWQ01000081_0	ARWQ01000081	1	147	+			hypothetical protein
ARWQ01000081_1	ARWQ01000081	164	736	-			hypothetical protein
AHJG01000338_0	AHJG01000338	1	225	+		Nitrosoarchaeum limnia	partial
AHJG01000338_1	AHJG01000338	222	728	-		"Nitrosopumilaceae" Konneke et al. 2005	PBS lyase HEAT domain protein repeat-containing
AHJG01000338_2	AHJG01000338	812	1381	+		Candidatus Nitrosopumilus sp. AR2	partial
AHJG01000188_0	AHJG01000188	1	303	+		marine archaeal group 1 strain BD31	hypothetical protein
AHJG01000188_1	AHJG01000188	308	541	-		Nitrosoarchaeum limnia	Hypothetical protein
AHJG01000188_2	AHJG01000188	571	912	-		"Nitrosopumilaceae" Konneke et al. 2005	Dihydroxyacid dehydratase/phosphogluconate dehydratase
AHJG01000189_0	AHJG01000189	2	652	-		Nitrosoarchaeum limnia	Chemotaxis sensory transducer, partial
AHJG01000189_1	AHJG01000189	1084	1674	-		"Nitrosopumilaceae" Konneke et al. 2005	Uncharacterized conserved protein
AHJG01000189_2	AHJG01000189	1810	2343	+		"Nitrosopumilaceae" Konneke et al. 2005	putative hydrolases HD superfamily
AHJG01000189_3	AHJG01000189	2336	2563	+		"Nitrosopumilaceae" Konneke et al. 2005	HD superfamily hydrolase
AHJG01000189_4	AHJG01000189	2572	2853	-		Nitrosopumilus maritimus SCM1	hypothetical protein
AHJG01000189_5	AHJG01000189	3018	3371	+		Candidatus Nitrosoarchaeum limnia str. BG20	partial
ARWQ01000082_0	ARWQ01000082	2	736	-			hypothetical protein
AJVJ01000031_0	AJVJ01000031	3	311	-		"Nitrosopumilus maritimus" Konneke et al. 2006	ribosomal protein L31e
AJVJ01000031_1	AJVJ01000031	508	1059	-		marine archaeal group 1 strain BD31	NUDIX hydrolase
AJVJ01000031_2	AJVJ01000031	1129	1866	+		"Nitrosopumilaceae" Konneke et al. 2005	5 10-methylenetetrahydrofolate reductase-like protein
AJVJ01000031_3	AJVJ01000031	1863	4361	-	2.1.1.13	Candidatus Nitrosopumilus salaria	5-methyltetrahydrofolate--homocysteine methyltransferase
AJVJ01000031_4	AJVJ01000031	4394	5380	-	2.1.1.13	"Nitrosopumilaceae" Konneke et al. 2005	5-methyltetrahydrofolate--homocysteine methyltransferase
AJVJ01000031_5	AJVJ01000031	5470	6570	+		"Nitrosopumilaceae" Konneke et al. 2005	major facilitator transporter
AJVJ01000031_6	AJVJ01000031	6572	7330	-		"Nitrosopumilaceae" Konneke et al. 2005	ABC-type nitrate/sulfonate/bicarbonate transport system, permease component
AJVJ01000031_7	AJVJ01000031	7339	8100	-		Nitrosoarchaeum limnia	ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component
AJVJ01000031_8	AJVJ01000031	8101	9126	-		"Nitrosopumilaceae" Konneke et al. 2005	sulfonate/nitrate/taurine transport system substrate-binding protein
AJVJ01000031_9	AJVJ01000031	9261	10460	+		"Nitrosopumilaceae" Konneke et al. 2005	Argininosuccinate synthase
AJVJ01000031_10	AJVJ01000031	10457	10624	+			hypothetical protein
AJVJ01000031_11	AJVJ01000031	10624	11481	+		Candidatus Nitrosoarchaeum limnia str. BG20	lysine biosynthesis protein LysX
AJVJ01000031_12	AJVJ01000031	11510	12556	+		Nitrosopumilaceae archaeon SFB1	Acetylglutamate semialdehyde dehydrogenase
AJVJ01000031_13	AJVJ01000031	12559	13362	+	2.7.2.8	"Nitrosopumilaceae" Konneke et al. 2005	kinase OS Nitrosopumilus maritimus (strain SCM1) GN argB PE 3 SV 1
AJVJ01000031_14	AJVJ01000031	13355	14536	+		"Nitrosopumilaceae" Konneke et al. 2005	Ornithine/acetylornithine aminotransferase
AJVJ01000031_15	AJVJ01000031	14627	14941	+		"Nitrosopumilaceae" Konneke et al. 2005	AsnC family transcriptional regulator
AJVJ01000031_16	AJVJ01000031	15058	16221	+	2.3.3.13	"Nitrosopumilaceae" Konneke et al. 2005	2-isopropylmalate synthase
AJVJ01000031_17	AJVJ01000031	16243	16410	+			hypothetical protein
AJVJ01000031_18	AJVJ01000031	16407	17249	+		Candidatus Nitrosopumilus sp. AR2	lysine biosynthesis protein LysX
AJVJ01000031_19	AJVJ01000031	17295	18380	+		"Nitrosopumilaceae" Konneke et al. 2005	acetyl-lysine deacetylase
AJVJ01000031_20	AJVJ01000031	18380	18688	+	2.1.1.98	"Nitrosopumilaceae" Konneke et al. 2005	diphthine synthase
AJVJ01000031_21	AJVJ01000031	18782	19417	+	2.1.1.98	Candidatus Nitrosoarchaeum	diphthine synthase
AJVJ01000031_22	AJVJ01000031	19458	20078	+	2.7.7.39	"Nitrosopumilaceae" Konneke et al. 2005	glycerol-3-phosphate cytidylyltransferase
AJVJ01000031_23	AJVJ01000031	20075	20758	-	2.7.1.161	"Nitrosopumilaceae" Konneke et al. 2005	kinase OS Cenarchaeum symbiosum (strain A) GN ribk PE 3 SV 1
AJVJ01000031_24	AJVJ01000031	20767	21909	-		"Nitrosopumilaceae" Konneke et al. 2005	DNA primase
AJVJ01000031_25	AJVJ01000031	22062	22412	-		"Nitrosopumilaceae" Konneke et al. 2005	Uncharacterized conserved protein
AJVJ01000031_26	AJVJ01000031	22506	22904	-		Candidatus Nitrosopumilus sp. AR2	signal-transduction protein
AJVJ01000031_27	AJVJ01000031	22949	23548	-		marine archaeal group 1 strain BD31	hypothetical protein
AJVJ01000031_28	AJVJ01000031	23579	23920	-		Candidatus Nitrosopumilus salaria	Transcriptional regulator
AJVJ01000031_29	AJVJ01000031	24016	24540	+		"Nitrosopumilaceae" Konneke et al. 2005	blue (type1) copper domain-containing protein
AJVJ01000031_30	AJVJ01000031	24597	25358	-		"Nitrosopumilaceae" Konneke et al. 2005	Enoyl-CoA hydratase/carnithine racemase
AJVJ01000031_31	AJVJ01000031	25395	27512	-		"Nitrosopumilaceae" Konneke et al. 2005	CoA-binding domain-containing protein
AJVJ01000031_32	AJVJ01000031	27555	27905	-		"Nitrosopumilaceae" Konneke et al. 2005	glutamine amidotransferase class-I
AJVJ01000031_33	AJVJ01000031	27896	28237	-		"Nitrosopumilaceae" Konneke et al. 2005	glutamine amidotransferase class-I
AJVJ01000031_34	AJVJ01000031	28286	28663	+		Candidatus Nitrosoarchaeum	toprim domain-containing protein
AJVJ01000031_35	AJVJ01000031	28660	29934	-		"Nitrosopumilaceae" Konneke et al. 2005	Glutamate dehydrogenase/leucine dehydrogenase
AJVJ01000031_36	AJVJ01000031	30010	30393	-		"Nitrosopumilaceae" Konneke et al. 2005	ArsR family transcriptional regulator
AJVJ01000031_37	AJVJ01000031	30503	31222	+		"Nitrosopumilaceae" Konneke et al. 2005	20S proteasome, alpha beta subunits
AJVJ01000031_38	AJVJ01000031	31275	31967	+		"Nitrosopumilaceae" Konneke et al. 2005	ubiquinone/menaquinone biosynthesis methyltransferase
AJVJ01000031_39	AJVJ01000031	31964	33118	+		"Nitrosopumilaceae" Konneke et al. 2005	major facilitator transporter
AJVJ01000031_40	AJVJ01000031	33115	33429	-		Candidatus Nitrosopumilus sp. AR2	nitrogen regulatory protein P-II 1
AJVJ01000031_41	AJVJ01000031	33557	33904	+		"Nitrosopumilaceae" Konneke et al. 2005	sec-independent protein translocase TatA
AJVJ01000031_42	AJVJ01000031	33905	34699	-	2.1.1.72	"Nitrosopumilaceae" Konneke et al. 2005	putative adenine-specific DNA-methyltransferase
AJVJ01000031_43	AJVJ01000031	34839	35429	+		"Nitrosopumilaceae" Konneke et al. 2005	DEAD/DEAH box helicase domain-containing protein
AJVJ01000031_44	AJVJ01000031	35432	37285	+		Candidatus Nitrosoarchaeum	DEAD/DEAH box helicase domain-containing protein
AJVJ01000031_45	AJVJ01000031	37325	38155	+		"Nitrosopumilaceae" Konneke et al. 2005	short-chain dehydrogenase/reductase SDR
AJVJ01000031_46	AJVJ01000031	38248	39069	-		Candidatus Nitrosoarchaeum	peptidase M10A M12B matrixin adamalysin
AJVJ01000031_47	AJVJ01000031	39115	39945	+		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
AJVJ01000031_48	AJVJ01000031	39970	40347	+		marine archaeal group 1 strain BD31	putative chemotaxis protein Chey
AJVJ01000031_49	AJVJ01000031	40352	42487	-		Candidatus Nitrosopumilus koreensis AR1	PAS/PAC sensor signal transduction histidine kinase
AJVJ01000031_50	AJVJ01000031	42484	43752	-		Calothrix PCC7507	ABC-type branched-chain amino acid transport systems, periplasmic component
AJVJ01000031_51	AJVJ01000031	43898	44083	+		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
AJVJ01000031_52	AJVJ01000031	44064	44258	+		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
AJVJ01000031_53	AJVJ01000031	44358	46019	+	1.3.1.74	"Nitrosopumilaceae" Konneke et al. 2005	DNA topoisomerase I
AJVJ01000031_54	AJVJ01000031	46030	47571	-		Nitrosopumilus maritimus SCM1	hypothetical protein
AJVJ01000031_55	AJVJ01000031	48023	48823	-		"Nitrosopumilaceae" Konneke et al. 2005	amidohydrolase 2
AJVJ01000031_56	AJVJ01000031	48813	49460	-		"Nitrosopumilaceae" Konneke et al. 2005	Histone acetyltransferase HPA2 related acetyltransferases
AJVJ01000031_57	AJVJ01000031	50896	51825	+		"Nitrosopumilaceae" Konneke et al. 2005	Transcription initiation factor TFIIIB, Brf1 subunit/Transcription TFIIB
AJVJ01000031_58	AJVJ01000031	51828	52406	+		Nitrosopumilus sp. MY1	TATA-box binding protein (TBP), component TFIID TFIIIB
AJVJ01000031_59	AJVJ01000031	52433	53260	-		Nitrosoarchaeum limnia	band 7 protein
AJVJ01000031_60	AJVJ01000031	53887	54060	-			hypothetical protein
AJVJ01000031_61	AJVJ01000031	54085	54276	+			hypothetical protein
AJVJ01000031_62	AJVJ01000031	54640	55047	+		"Nitrosopumilaceae" Konneke et al. 2005	translation initiation factor eIF-1A
AJVJ01000031_63	AJVJ01000031	55169	55345	-			hypothetical protein
AJVJ01000031_64	AJVJ01000031	55533	56057	-		Candidatus Nitrosoarchaeum limnia str. BG20	Hypothetical protein
AJVJ01000031_65	AJVJ01000031	56839	57768	-		"Nitrosopumilus" Konneke et al. 2005	transcription initiation factor TFIIB
AJVJ01000031_66	AJVJ01000031	58022	58174	-			hypothetical protein
AJVJ01000031_67	AJVJ01000031	58254	58349	-			hypothetical protein
AJVJ01000031_68	AJVJ01000031	58597	58824	+		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
AJVJ01000031_69	AJVJ01000031	59441	59953	+		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
AJVJ01000031_70	AJVJ01000031	60331	60606	-		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
AJVJ01000031_71	AJVJ01000031	60935	61855	-		"Nitrosopumilaceae" Konneke et al. 2005	transcription initiation factor TFIIB
AJVJ01000031_72	AJVJ01000031	61866	62120	-		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
AJVJ01000031_73	AJVJ01000031	62403	62684	-		Nitrosopumilus maritimus SCM1	archaea-specific DNA-binding protein
AJVJ01000031_74	AJVJ01000031	62792	63178	-		"Nitrosopumilus maritimus" Konneke et al. 2006	hypothetical protein
AJVJ01000031_75	AJVJ01000031	63393	63929	-		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
AJVJ01000031_76	AJVJ01000031	64506	65282	-	3.5.3.8	strain EX-H1	formiminoglutamase
AJVJ01000031_77	AJVJ01000031	65279	66910	-	2.3.2.2	Persephonella	gamma-glutamyltranspeptidase
AJVJ01000031_78	AJVJ01000031	66923	67726	-		Microcoleus chthonoplastes PCC 7420	Kef-type K+ transporter NAD-binding component
AJVJ01000031_79	AJVJ01000031	67737	69383	-		Candidatus Nitrosoarchaeum limnia str. BG20	metal ion transporter, MIT family
AJVJ01000031_80	AJVJ01000031	69465	71627	-	6.3.2.4	"Nitrosopumilaceae" Konneke et al. 2005	D-alanine--D-alanine ligase (EC:6.3.2.4)
AJVJ01000031_81	AJVJ01000031	71800	72219	+		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
AJVJ01000031_82	AJVJ01000031	72216	73082	-		"Nitrosopumilaceae" Konneke et al. 2005	methyltransferase type 11
AJVJ01000031_83	AJVJ01000031	73169	74365	+		Aigarchaeota	hypothetical protein
AJVJ01000031_84	AJVJ01000031	74369	75187	+		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
AJVJ01000031_85	AJVJ01000031	75184	75354	-			hypothetical protein
AJVJ01000031_86	AJVJ01000031	75428	75589	-			hypothetical protein
AJVJ01000031_87	AJVJ01000031	75772	76530	-		Candidatus Nitrosopumilus sp. AR2	metallophosphoesterase
AJVJ01000031_88	AJVJ01000031	76662	77672	+		"Nitrosopumilaceae" Konneke et al. 2005	Isocitrate/isopropylmalate dehydrogenase
AJVJ01000031_89	AJVJ01000031	77673	78206	-		"Nitrosopumilaceae" Konneke et al. 2005	putative methylase
AJVJ01000031_90	AJVJ01000031	78184	78885	-		"Nitrosopumilaceae" Konneke et al. 2005	dimethyladenosine transferase
AJVJ01000031_91	AJVJ01000031	78882	79448	-		Nitrosopumilus sp. MY1	Predicted RNA-binding protein
AJVJ01000031_92	AJVJ01000031	79469	79795	-	2.7.7.6	marine archaeal group 1 strain BD31	DNA-directed RNA polymerase subunit F
AJVJ01000030_0	AJVJ01000030	3	365	+		Candidatus Nitrososphaera gargensis Ga9.2	exonuclease SbcC
AJVJ01000030_1	AJVJ01000030	375	1631	-		"Nitrosopumilaceae" Konneke et al. 2005	protease inhibitor Kazal-type
AJVJ01000030_2	AJVJ01000030	1633	2079	-		"Nitrosopumilaceae" Konneke et al. 2005	heat repeat-containing PBS lyase
AJVJ01000030_3	AJVJ01000030	2219	2884	+		"Nitrosopumilaceae" Konneke et al. 2005	alkyl hydroperoxide reductase/thiol specific antioxidant/Mal allergen
AJVJ01000030_4	AJVJ01000030	3123	3941	-		"Nitrosopumilaceae" Konneke et al. 2005	Putative cyclophilin type peptidyl-prolyl cis-trans isomerase
AJVJ01000030_5	AJVJ01000030	3943	4440	-		"Nitrosopumilaceae" Konneke et al. 2005	large subunit ribosomal protein L15e
AJVJ01000030_6	AJVJ01000030	4906	5352	-		"Nitrosopumilaceae" Konneke et al. 2005	GCN5-related N-acetyltransferase
AJVJ01000030_7	AJVJ01000030	5604	7145	-		"Nitrosopumilaceae" Konneke et al. 2005	thrombospondin type 3 repeat protein
AJVJ01000030_8	AJVJ01000030	7636	8103	-		Nitrosoarchaeum limnia	UspA domain-containing protein
AJVJ01000030_9	AJVJ01000030	8382	9104	-		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
AJVJ01000030_10	AJVJ01000030	9529	10023	+		"Nitrosopumilaceae" Konneke et al. 2005	heat shock protein HSP20
AJVJ01000030_11	AJVJ01000030	10868	11395	-		"Nitrosopumilaceae" Konneke et al. 2005	AsnC family transcriptional regulator
AJVJ01000030_12	AJVJ01000030	12017	12349	+		"Nitrosopumilaceae" Konneke et al. 2005	Hypothetical protein
AJVJ01000030_13	AJVJ01000030	13408	13572	+			hypothetical protein
AJVJ01000030_14	AJVJ01000030	13594	14244	+		Nitrosoarchaeum limnia	membrane protein-like protein
AJVJ01000030_15	AJVJ01000030	14278	14439	-			hypothetical protein
AJVJ01000030_16	AJVJ01000030	14769	15425	+		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
AJVJ01000030_17	AJVJ01000030	15422	15937	+		"Nitrosopumilaceae" Konneke et al. 2005	thr operon leader peptide
AJVJ01000030_18	AJVJ01000030	15934	16923	-		Nitrosopumilus maritimus SCM1	hypothetical protein
AJVJ01000030_19	AJVJ01000030	17043	17975	-		"Nitrosopumilaceae" Konneke et al. 2005	Phosphoglycerate dehydrogenase related dehydrogenases
AJVJ01000030_20	AJVJ01000030	18043	19455	-		"Nitrosopumilaceae" Konneke et al. 2005	putative nitrite reductase, copper-dependent
AJVJ01000030_21	AJVJ01000030	19565	20926	+		"Nitrosopumilaceae" Konneke et al. 2005	Aspartate ammonia-lyase
AJVJ01000030_22	AJVJ01000030	20930	22198	+		marine archaeal group 1 strain BD31	MiaB-like tRNA modifying enzyme
AJVJ01000030_23	AJVJ01000030	22272	23222	+		Candidatus Nitrosopumilus salaria	cell division protein FtsZ
AHJG01000108_0	AHJG01000108	144	1220	-		Candidatus Nitrosoarchaeum	Hypothetical protein
AHJG01000108_1	AHJG01000108	1265	2482	-		Nitrosoarchaeum limnia	response regulator receiver protein
AHJG01000108_2	AHJG01000108	2639	4183	+		Nitrosoarchaeum limnia	Signal transduction histidine kinase
AHJG01000108_3	AHJG01000108	4261	4572	+		Candidatus Nitrosoarchaeum limnia str. BG20	partial
AHJG01000109_0	AHJG01000109	1	165	-			hypothetical protein
AHJG01000109_1	AHJG01000109	223	978	-		Candidatus Nitrosoarchaeum limnia str. BG20	hypothetical protein
AHJG01000109_2	AHJG01000109	1107	1202	+			hypothetical protein
AHJG01000109_3	AHJG01000109	1239	1574	-		Candidatus Nitrosoarchaeum limnia str. BG20	hypothetical protein
AHJG01000109_4	AHJG01000109	1644	3305	-		Candidatus Nitrosoarchaeum limnia str. BG20	hypothetical protein
AHJG01000109_5	AHJG01000109	3522	5846	-		Candidatus Nitrosoarchaeum limnia str. BG20	Ig family protein
AHJG01000109_6	AHJG01000109	5857	6693	-		Candidatus Nitrosopumilus sp. AR2	partial
AJVJ01000035_0	AJVJ01000035	86	1426	-			hypothetical protein
AJVJ01000035_1	AJVJ01000035	1427	2068	-			hypothetical protein
AJVJ01000035_2	AJVJ01000035	2508	3998	-			hypothetical protein
AJVJ01000035_3	AJVJ01000035	4082	4255	-			hypothetical protein
AJVJ01000035_4	AJVJ01000035	4445	4945	+			hypothetical protein
AJVJ01000035_5	AJVJ01000035	4990	6774	-		"Nitrosopumilaceae" Konneke et al. 2005	type B DNA polymerase
AJVJ01000035_6	AJVJ01000035	6753	7070	-		Candidatus Nitrosopumilus sp. AR2	hypothetical protein
AJVJ01000035_7	AJVJ01000035	7086	7421	-			hypothetical protein
AJVJ01000035_8	AJVJ01000035	7418	7654	-			hypothetical protein
AJVJ01000035_9	AJVJ01000035	7707	8258	+			hypothetical protein
AJVJ01000035_10	AJVJ01000035	8277	9137	+			hypothetical protein
AJVJ01000035_11	AJVJ01000035	9300	9800	+			hypothetical protein
AJVJ01000035_12	AJVJ01000035	9804	10394	-			hypothetical protein
AJVJ01000035_13	AJVJ01000035	10508	11047	+			hypothetical protein
AJVJ01000035_14	AJVJ01000035	11036	12049	-		"Nitrosopumilaceae" Konneke et al. 2005	CRISPR-associated Cas1 family protein
AJVJ01000035_15	AJVJ01000035	12046	12723	-			hypothetical protein
AJVJ01000034_0	AJVJ01000034	192	881	+		"Nitrosopumilaceae" Konneke et al. 2005	Pseudouridylate synthase-like protein
AJVJ01000034_1	AJVJ01000034	893	1126	+		"Nitrosopumilaceae" Konneke et al. 2005	pseudouridylate synthase-like protein
AJVJ01000034_2	AJVJ01000034	1300	2010	+		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
AJVJ01000034_3	AJVJ01000034	2052	2207	-			hypothetical protein
AJVJ01000034_4	AJVJ01000034	2207	2422	-			hypothetical protein
AJVJ01000034_5	AJVJ01000034	2361	2630	-		Nitrosopumilus sp. MY1	hypothetical protein
AJVJ01000034_6	AJVJ01000034	2725	3090	+		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
AJVJ01000034_7	AJVJ01000034	3090	3272	+		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
AJVJ01000034_8	AJVJ01000034	3256	4542	-	5.4.2.1	"Nitrosopumilaceae" Konneke et al. 2005	phosphoglycerate mutase
AJVJ01000034_9	AJVJ01000034	4770	5528	+		Nitrosoarchaeum limnia	galactose-1-phosphate uridylyltransferase
AJVJ01000034_10	AJVJ01000034	5828	6268	+		Nitrosopumilaceae archaeon SFB1	hypothetical protein
AJVJ01000034_11	AJVJ01000034	6265	6402	-			hypothetical protein
AJVJ01000037_0	AJVJ01000037	1	321	+		marine archaeal group 1 strain BD31	partial
AJVJ01000037_1	AJVJ01000037	345	824	-		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
AJVJ01000037_2	AJVJ01000037	1140	1349	+		Candidatus Nitrosoarchaeum koreensis	hypothetical protein
AJVJ01000037_3	AJVJ01000037	1344	2273	-		"Nitrosopumilaceae" Konneke et al. 2005	protoheme IX farnesyltransferase
AJVJ01000037_4	AJVJ01000037	2276	2578	-		Candidatus Nitrosoarchaeum koreensis	Lrp/AsnC family transcriptional regulator, regulator asnA gidA
